content_id,publish_date,month,platform,title,url,editor,topic_main,topic_sub,season_keyword,target,format,tone,cta_type,publish_time,views,likes,comments,saves,shares,measure_point,review_note,performance_score,performance_level
IGF-0034,2025-03-25,3,인스타그램,신입생 적응에 보는 대학생 친구 만들기 체크리스트,https://instagram.com/p/igf-0034,이도윤,관계,친구 만들기,신입생 적응,새내기,카드뉴스,관찰형,댓글 유도,12:45,"12,364",605,24,174,39,발행 후 7일,,304,보통
IGF-0035,2025-03-25,3,인스타그램,대학생 관점에서 다시 본 통학 피로,https://instagram.com/p/igf-0035,정하린,대학생활,통학 피로,신입생 적응,전체,인터뷰,공감형,저장 유도,12:45,705,235,14,7,33,발행 후 72시간,후킹 포인트가 약한 편,104,보통
HOMEF-0050,2025-03-25,3,홈페이지,대학생 생활에서 자주 흔들리는 개강 적응 포인트,https://example.com/univ/home/2025/03/homef-0050,최예준,대학생활,개강 적응,신입생 적응,재학생,기사,공감형,공유 유도,14:30,"2,621",,29,,55,발행 후 7일,초반 반응이 빠르게 올라감,"1,846",높음
HOMEF-0051,2025-03-25,3,홈페이지,신입생 적응에 보는 대학생 통학 피로 체크리스트 현실 버전,https://example.com/univ/home/2025/03/homef-0051,박서윤,대학생활,통학 피로,신입생 적응,재학생,기사,실용형,링크 클릭,17:40,781,,5,,23,발행 후 7일,제목/썸네일 보완 여지 있음,550,높음
HOMEF-0052,2025-03-25,3,홈페이지,대학생을 위한 동아리 현실 조언 요약본,https://example.com/univ/home/2025/03/homef-0052,최예준,대학생활,동아리,신입생 적응,전체,기사,정보형,아카이브 이동,17:50,"2,295",,31,,32,발행 후 7일,저장/공유 유도가 잘 먹힘,"1,616",높음
HOMEF-0053,2025-03-27,3,홈페이지,대학생을 위한 팀플 가이드 공감 포인트,https://example.com/univ/home/2025/03/homef-0053,김민지,관계,팀플,신입생 적응,재학생,기사,관찰형,공유 유도,15:40,"1,953",,33,,30,발행 후 7일,저장/공유 유도가 잘 먹힘,"1,377",높음
HOMEF-0054,2025-03-27,3,홈페이지,대학생 생활에서 자주 흔들리는 친구 만들기 포인트 요약본,https://example.com/univ/home/2025/03/homef-0054,최예준,관계,친구 만들기,신입생 적응,새내기,기사,가벼운 유머형,링크 클릭,17:50,"1,774",,15,,27,발행 후 30일,,"1,248",높음
IGF-0036,2025-03-27,3,인스타그램,대학생을 위한 캠퍼스 길찾기 가이드 공감 포인트,https://instagram.com/p/igf-0036,정하린,캠퍼스 이슈,캠퍼스 길찾기,신입생 적응,새내기,카드뉴스,공감형,프로필 링크,19:05,"25,817","1,451",61,983,397,발행 후 7일,계절성 주제 반응 우수,961,높음
IGF-0037,2025-03-27,3,인스타그램,지금 대학생에게 필요한 캠퍼스 길찾기 정리 실전편,https://instagram.com/p/igf-0037,정하린,캠퍼스 이슈,캠퍼스 길찾기,신입생 적응,새내기,릴스,가벼운 유머형,저장 유도,19:05,"20,938","1,804",45,981,232,발행 후 7일,저장/공유 유도가 잘 먹힘,"1,067",높음
IGF-0038,2025-03-28,3,인스타그램,대학생이 캠퍼스 길찾기 할 때 놓치기 쉬운 것들,https://instagram.com/p/igf-0038,최예준,캠퍼스 이슈,캠퍼스 길찾기,신입생 적응,새내기,카드뉴스,관찰형,공유 유도,13:15,"12,028",694,48,369,104,발행 후 48시간,,414,보통
HOMEF-0055,2025-03-28,3,홈페이지,대학생 생활에서 자주 흔들리는 동아리 포인트,https://example.com/univ/home/2025/03/homef-0055,한지우,대학생활,동아리,신입생 적응,재학생,기사,공감형,공유 유도,17:10,195,,3,,9,발행 후 14일,CTA 보완 필요,138,낮음
HOMEF-0056,2025-03-29,3,홈페이지,대학생을 위한 팀플 현실 조언 현실 버전,https://example.com/univ/home/2025/03/homef-0056,한지우,관계,팀플,신입생 적응,전체,인터뷰,관찰형,링크 클릭,17:50,623,,12,,10,발행 후 14일,제목/썸네일 보완 여지 있음,440,보통
IGF-0039,2025-03-30,3,인스타그램,지금 대학생에게 필요한 동아리 정리 바로 적용편,https://instagram.com/p/igf-0039,최예준,대학생활,동아리,신입생 적응,재학생,피드,공감형,댓글 유도,21:05,"1,056",120,7,67,10,발행 후 72시간,시의성은 맞지만 반응은 낮음,71,낮음
IGF-0040,2025-03-31,3,인스타그램,대학생 생활에서 자주 흔들리는 친구 만들기 포인트 체크포인트,https://instagram.com/p/igf-0040,최예준,관계,친구 만들기,신입생 적응,새내기,카드뉴스,공감형,댓글 유도,18:00,"21,675","1,761",133,604,437,발행 후 48시간,,986,높음
HOMEF-0057,2025-04-02,4,홈페이지,대학생을 위한 실전 시험 루틴 노하우,https://example.com/univ/home/2025/04/homef-0057,정하린,자기계발,시험 루틴,중간고사,재학생,인터뷰,정보형,공유 유도,09:50,366,,5,,8,발행 후 14일,후킹 포인트가 약한 편,258,낮음
HOMEF-0058,2025-04-04,4,홈페이지,대학생이 팀플 스트레스 할 때 놓치기 쉬운 것들,https://example.com/univ/home/2025/04/homef-0058,최예준,관계,팀플 스트레스,중간고사,전체,인터뷰,공감형,공유 유도,09:10,529,,7,,19,발행 후 14일,시즌 키워드와 맞물린 주제,374,보통
HOMEF-0059,2025-04-04,4,홈페이지,지금 대학생에게 필요한 공부 공간 정리,https://example.com/univ/home/2025/04/homef-0059,김민지,캠퍼스 이슈,공부 공간,중간고사,재학생,인터뷰,정보형,링크 클릭,10:50,"1,039",,49,,13,발행 후 30일,초반 반응이 빠르게 올라감,738,높음
HOMEF-0060,2025-04-05,4,홈페이지,지금 대학생에게 필요한 과제 정리 정리 한눈에 보기,https://example.com/univ/home/2025/04/homef-0060,이도윤,대학생활,과제 정리,중간고사,전체,기사,실용형,댓글 유도,14:50,792,,9,,5,발행 후 30일,,557,높음
HOMEF-0061,2025-04-07,4,홈페이지,지금 대학생에게 필요한 집중력 관리 정리 입문편,https://example.com/univ/home/2025/04/homef-0061,최예준,자기계발,집중력 관리,중간고사,재학생,기사,공감형,링크 클릭,11:40,246,,1,,0,발행 후 30일,후킹 포인트가 약한 편,172,낮음
IGF-0041,2025-04-07,4,인스타그램,대학생을 위한 실전 시험 루틴 노하우 입문편,https://instagram.com/p/igf-0041,김민지,자기계발,시험 루틴,중간고사,전체,카드뉴스,실용형,프로필 링크,12:05,"10,044",853,36,215,105,발행 후 72시간,시즌 키워드와 맞물린 주제,430,보통
HOMEF-0062,2025-04-08,4,홈페이지,대학생 관점에서 다시 본 과제 정리 공감 포인트,https://example.com/univ/home/2025/04/homef-0062,이도윤,대학생활,과제 정리,중간고사,재학생,기사,정보형,공유 유도,09:10,866,,17,,3,발행 후 30일,제목/썸네일 보완 여지 있음,610,높음
IGF-0042,2025-04-09,4,인스타그램,요즘 대학생이 많이 찾는 팀플 스트레스 팁 바로 적용편,https://instagram.com/p/igf-0042,한지우,관계,팀플 스트레스,중간고사,재학생,릴스,관찰형,댓글 유도,21:15,"26,797","1,250",54,857,224,발행 후 72시간,초반 반응이 빠르게 올라감,807,높음
IGF-0043,2025-04-10,4,인스타그램,대학생이라면 한 번쯤 겪는 과제 정리 현실 요약본,https://instagram.com/p/igf-0043,김민지,대학생활,과제 정리,중간고사,재학생,피드,가벼운 유머형,공유 유도,21:10,"30,644","1,890",84,"1,036",231,발행 후 48시간,,"1,121",높음
IGF-0044,2025-04-11,4,인스타그램,대학생을 위한 시험 루틴 가이드 바로 적용편,https://instagram.com/p/igf-0044,박서윤,자기계발,시험 루틴,중간고사,재학생,피드,공감형,댓글 유도,13:10,"14,097","1,111",80,471,394,발행 후 48시간,초반 반응이 빠르게 올라감,673,높음
HOMEF-0063,2025-04-12,4,홈페이지,대학생이 팀플 스트레스 할 때 놓치기 쉬운 것들 입문편,https://example.com/univ/home/2025/04/homef-0063,박서윤,관계,팀플 스트레스,중간고사,재학생,기사,공감형,공유 유도,09:20,884,,14,,5,발행 후 30일,안정적인 반응,622,높음
HOMEF-0064,2025-04-13,4,홈페이지,대학생을 위한 시험 루틴 가이드,https://example.com/univ/home/2025/04/homef-0064,한지우,자기계발,시험 루틴,중간고사,재학생,기사,공감형,링크 클릭,10:10,192,,5,,0,발행 후 30일,,135,낮음
HOMEF-0065,2025-04-13,4,홈페이지,대학생을 위한 시험 루틴 가이드 요약본,https://example.com/univ/home/2025/04/homef-0065,정하린,자기계발,시험 루틴,중간고사,재학생,기사,정보형,링크 클릭,15:10,499,,10,,8,발행 후 14일,안정적인 반응,352,보통
HOMEF-0066,2025-04-15,4,홈페이지,대학생이 팀플 스트레스 할 때 놓치기 쉬운 것들 요약본,https://example.com/univ/home/2025/04/homef-0066,이도윤,관계,팀플 스트레스,중간고사,전체,기사,공감형,댓글 유도,09:50,426,,15,,14,발행 후 14일,,303,보통
HOMEF-0067,2025-04-16,4,홈페이지,대학생이 시험 루틴 할 때 놓치기 쉬운 것들 한눈에 보기,https://example.com/univ/home/2025/04/homef-0067,이도윤,자기계발,시험 루틴,중간고사,전체,기사,공감형,댓글 유도,15:30,608,,7,,5,발행 후 7일,,428,보통
HOMEF-0068,2025-04-16,4,홈페이지,대학생을 위한 실전 집중력 관리 노하우 현실 버전,https://example.com/univ/home/2025/04/homef-0068,김민지,자기계발,집중력 관리,중간고사,전체,카드뉴스,공감형,공유 유도,15:50,"1,948",,39,,39,발행 후 7일,초반 반응이 빠르게 올라감,"1,375",높음
HOMEF-0069,2025-04-17,4,홈페이지,중간고사에 보는 대학생 집중력 관리 체크리스트 체크포인트,https://example.com/univ/home/2025/04/homef-0069,최예준,자기계발,집중력 관리,중간고사,재학생,기사,실용형,링크 클릭,10:30,"2,451",,43,,67,발행 후 7일,,"1,731",높음
HOMEF-0070,2025-04-18,4,홈페이지,요즘 대학생이 많이 찾는 공부 공간 팁,https://example.com/univ/home/2025/04/homef-0070,한지우,캠퍼스 이슈,공부 공간,중간고사,재학생,기사,정보형,링크 클릭,09:50,535,,2,,23,발행 후 14일,,377,보통
HOMEF-0071,2025-04-18,4,홈페이지,중간고사에 보는 대학생 공부 공간 체크리스트,https://example.com/univ/home/2025/04/homef-0071,한지우,캠퍼스 이슈,공부 공간,중간고사,재학생,기사,정보형,아카이브 이동,10:40,167,,5,,3,발행 후 7일,CTA 보완 필요,118,낮음
IGF-0045,2025-04-18,4,인스타그램,대학생 생활에서 자주 흔들리는 밤샘 회복 포인트,https://instagram.com/p/igf-0045,박서윤,대학생활,밤샘 회복,중간고사,재학생,릴스,실용형,공유 유도,18:05,"3,103",186,16,5,16,발행 후 72시간,후킹 포인트가 약한 편,81,보통
HOMEF-0072,2025-04-19,4,홈페이지,지금 대학생에게 필요한 밤샘 회복 정리 입문편,https://example.com/univ/home/2025/04/homef-0072,이도윤,대학생활,밤샘 회복,중간고사,재학생,인터뷰,실용형,링크 클릭,17:40,625,,14,,8,발행 후 7일,안정적인 반응,441,보통
IGF-0046,2025-04-19,4,인스타그램,대학생을 위한 실전 공부 공간 노하우,https://instagram.com/p/igf-0046,이도윤,캠퍼스 이슈,공부 공간,중간고사,재학생,피드,관찰형,저장 유도,20:45,"30,158","1,663",91,906,404,발행 후 72시간,,"1,027",높음
HOMEF-0073,2025-04-21,4,홈페이지,대학생을 위한 시험 루틴 가이드 체크포인트,https://example.com/univ/home/2025/04/homef-0073,김민지,자기계발,시험 루틴,중간고사,전체,기사,정보형,링크 클릭,09:50,376,,1,,7,발행 후 14일,,264,낮음
HOMEF-0074,2025-04-22,4,홈페이지,중간고사에 보는 대학생 팀플 스트레스 체크리스트,https://example.com/univ/home/2025/04/homef-0074,한지우,관계,팀플 스트레스,중간고사,재학생,기사,공감형,링크 클릭,09:10,766,,18,,7,발행 후 30일,주제 적합도는 높지만 확산력은 보통,541,높음
HOMEF-0075,2025-04-23,4,홈페이지,대학생을 위한 과제 정리 현실 조언 체크포인트,https://example.com/univ/home/2025/04/homef-0075,최예준,대학생활,과제 정리,중간고사,재학생,기사,실용형,댓글 유도,10:20,"1,604",,14,,36,발행 후 14일,,"1,129",높음
IGF-0047,2025-04-24,4,인스타그램,대학생 생활에서 자주 흔들리는 시험 루틴 포인트 공감 포인트,https://instagram.com/p/igf-0047,최예준,자기계발,시험 루틴,중간고사,재학생,릴스,공감형,공유 유도,13:00,"24,924","1,523",117,"1,095",188,발행 후 72시간,시즌 키워드와 맞물린 주제,987,높음
HOMEF-0076,2025-04-25,4,홈페이지,대학생을 위한 밤샘 회복 가이드 바로 적용편,https://example.com/univ/home/2025/04/homef-0076,한지우,대학생활,밤샘 회복,중간고사,전체,기사,공감형,댓글 유도,11:20,324,,5,,3,발행 후 7일,CTA 보완 필요,228,낮음
IGF-0048,2025-04-25,4,인스타그램,대학생을 위한 과제 정리 현실 조언 현실 버전,https://instagram.com/p/igf-0048,최예준,대학생활,과제 정리,중간고사,재학생,릴스,관찰형,저장 유도,13:00,"6,793",284,38,298,77,발행 후 7일,시즌 키워드와 맞물린 주제,222,보통
HOMEF-0077,2025-04-26,4,홈페이지,지금 대학생에게 필요한 과제 정리 정리 한눈에 보기,https://example.com/univ/home/2025/04/homef-0077,한지우,대학생활,과제 정리,중간고사,전체,인터뷰,정보형,링크 클릭,09:00,505,,7,,9,발행 후 7일,안정적인 반응,356,보통
IGF-0049,2025-04-26,4,인스타그램,중간고사에 보는 대학생 밤샘 회복 체크리스트 실전편,https://instagram.com/p/igf-0049,이도윤,대학생활,밤샘 회복,중간고사,재학생,피드,관찰형,저장 유도,21:45,"2,436",183,18,50,37,발행 후 7일,,97,보통
HOMEF-0078,2025-04-27,4,홈페이지,대학생이 시험 루틴 할 때 놓치기 쉬운 것들 요약본,https://example.com/univ/home/2025/04/homef-0078,한지우,자기계발,시험 루틴,중간고사,재학생,인터뷰,정보형,공유 유도,14:00,354,,2,,5,발행 후 7일,,249,낮음
HOMEF-0079,2025-04-30,4,홈페이지,대학생이 과제 정리 할 때 놓치기 쉬운 것들 바로 적용편,https://example.com/univ/home/2025/04/homef-0079,박서윤,대학생활,과제 정리,중간고사,전체,기사,정보형,공유 유도,11:10,216,,5,,9,발행 후 7일,,153,낮음
HOMEF-0080,2025-05-03,5,홈페이지,대학생을 위한 행사 뒤풀이 가이드 공감 포인트,https://example.com/univ/home/2025/05/homef-0080,한지우,관계,행사 뒤풀이,축제,전체,기사,관찰형,댓글 유도,11:20,340,,4,,3,발행 후 30일,시의성은 맞지만 반응은 낮음,239,낮음
IGF-0050,2025-05-03,5,인스타그램,대학생을 위한 축제 예산 가이드,https://instagram.com/p/igf-0050,박서윤,소비,축제 예산,축제,전체,릴스,공감형,저장 유도,19:00,"11,327",862,41,200,125,발행 후 48시간,짧은 영상 문법과 잘 맞는 주제,434,보통
IGF-0051,2025-05-04,5,인스타그램,지금 대학생에게 필요한 축제 예산 정리,https://instagram.com/p/igf-0051,정하린,소비,축제 예산,축제,전체,카드뉴스,관찰형,공유 유도,21:20,"20,558","1,168",58,940,396,발행 후 48시간,계절성 주제 반응 우수,834,높음
IGF-0052,2025-05-05,5,인스타그램,대학생을 위한 관계 피로 현실 조언,https://instagram.com/p/igf-0052,최예준,관계,관계 피로,축제,전체,릴스,공감형,댓글 유도,21:00,"13,200",630,45,95,134,발행 후 48시간,,312,보통
HOMEF-0081,2025-05-06,5,홈페이지,대학생이 행사 뒤풀이 할 때 놓치기 쉬운 것들 입문편,https://example.com/univ/home/2025/05/homef-0081,이도윤,관계,행사 뒤풀이,축제,전체,기사,관찰형,댓글 유도,11:50,182,,4,,3,발행 후 7일,,129,낮음
IGF-0053,2025-05-06,5,인스타그램,대학생을 위한 축제 예산 가이드 요약본,https://instagram.com/p/igf-0053,정하린,소비,축제 예산,축제,전체,피드,공감형,댓글 유도,19:10,"13,653","1,003",124,"1,089",344,발행 후 48시간,,809,높음
IGF-0054,2025-05-08,5,인스타그램,대학생을 위한 체력 관리 현실 조언 요약본,https://instagram.com/p/igf-0054,김민지,대학생활,체력 관리,축제,재학생,카드뉴스,공감형,프로필 링크,11:45,"17,158",950,99,506,358,발행 후 72시간,,613,높음
IGF-0055,2025-05-08,5,인스타그램,지금 대학생에게 필요한 축제 예산 정리,https://instagram.com/p/igf-0055,정하린,소비,축제 예산,축제,전체,릴스,가벼운 유머형,공유 유도,20:15,"6,982",690,13,153,105,발행 후 72시간,안정적인 반응,344,보통
IGF-0056,2025-05-08,5,인스타그램,대학생이라면 한 번쯤 겪는 캠퍼스 이벤트 현실 한눈에 보기,https://instagram.com/p/igf-0056,이도윤,캠퍼스 이슈,캠퍼스 이벤트,축제,재학생,카드뉴스,가벼운 유머형,저장 유도,21:20,"3,814",219,17,55,32,발행 후 72시간,후킹 포인트가 약한 편,112,보통
IGF-0057,2025-05-09,5,인스타그램,지금 대학생에게 필요한 관계 피로 정리,https://instagram.com/p/igf-0057,최예준,관계,관계 피로,축제,전체,릴스,관찰형,댓글 유도,12:20,"7,329",296,30,397,109,발행 후 48시간,제목/썸네일 보완 여지 있음,262,보통
IGF-0058,2025-05-10,5,인스타그램,대학생을 위한 관계 피로 현실 조언,https://instagram.com/p/igf-0058,이도윤,관계,관계 피로,축제,재학생,인터뷰,공감형,프로필 링크,20:30,"2,202",185,18,33,15,발행 후 48시간,,89,보통
IGF-0059,2025-05-12,5,인스타그램,요즘 대학생이 많이 찾는 체력 관리 팁 현실 버전,https://instagram.com/p/igf-0059,박서윤,대학생활,체력 관리,축제,재학생,카드뉴스,관찰형,저장 유도,13:30,"7,838",385,11,82,135,발행 후 72시간,,207,보통
HOMEF-0082,2025-05-15,5,홈페이지,요즘 대학생이 많이 찾는 축제 룩 팁,https://example.com/univ/home/2025/05/homef-0082,김민지,소비,축제 룩,축제,전체,카드뉴스,정보형,링크 클릭,10:40,598,,5,,13,발행 후 7일,주제 적합도는 높지만 확산력은 보통,421,보통
HOMEF-0083,2025-05-15,5,홈페이지,대학생을 위한 캠퍼스 이벤트 가이드 체크포인트,https://example.com/univ/home/2025/05/homef-0083,최예준,캠퍼스 이슈,캠퍼스 이벤트,축제,전체,기사,공감형,공유 유도,11:40,486,,17,,9,발행 후 30일,안정적인 반응,345,보통
IGF-0060,2025-05-15,5,인스타그램,대학생을 위한 행사 뒤풀이 가이드 한눈에 보기,https://instagram.com/p/igf-0060,한지우,관계,행사 뒤풀이,축제,재학생,카드뉴스,공감형,공유 유도,13:20,"3,539",413,14,138,111,발행 후 7일,안정적인 반응,230,보통
HOMEF-0084,2025-05-15,5,홈페이지,대학생을 위한 실전 축제 룩 노하우,https://example.com/univ/home/2025/05/homef-0084,최예준,소비,축제 룩,축제,전체,카드뉴스,실용형,공유 유도,14:30,470,,6,,24,발행 후 14일,,333,보통
HOMEF-0085,2025-05-15,5,홈페이지,대학생을 위한 실전 캠퍼스 이벤트 노하우 한눈에 보기,https://example.com/univ/home/2025/05/homef-0085,김민지,캠퍼스 이슈,캠퍼스 이벤트,축제,전체,인터뷰,공감형,공유 유도,15:20,196,,3,,2,발행 후 30일,시의성은 맞지만 반응은 낮음,138,낮음
IGF-0061,2025-05-16,5,인스타그램,요즘 대학생이 많이 찾는 체력 관리 팁 실전편,https://instagram.com/p/igf-0061,이도윤,대학생활,체력 관리,축제,재학생,릴스,공감형,저장 유도,20:15,"9,970",542,52,119,126,발행 후 72시간,제목/썸네일 보완 여지 있음,283,보통
IGF-0062,2025-05-17,5,인스타그램,대학생을 위한 실전 체력 관리 노하우 요약본,https://instagram.com/p/igf-0062,한지우,대학생활,체력 관리,축제,전체,릴스,공감형,공유 유도,11:10,"4,337",348,21,298,38,발행 후 48시간,,238,보통
HOMEF-0086,2025-05-17,5,홈페이지,대학생이라면 한 번쯤 겪는 행사 뒤풀이 현실 현실 버전,https://example.com/univ/home/2025/05/homef-0086,이도윤,관계,행사 뒤풀이,축제,재학생,기사,공감형,링크 클릭,15:10,630,,12,,3,발행 후 14일,주제 적합도는 높지만 확산력은 보통,444,보통
IGF-0063,2025-05-17,5,인스타그램,요즘 대학생이 많이 찾는 관계 피로 팁,https://instagram.com/p/igf-0063,최예준,관계,관계 피로,축제,재학생,릴스,공감형,저장 유도,20:30,"28,070","1,355",102,760,412,발행 후 7일,초반 반응이 빠르게 올라감,863,높음
HOMEF-0087,2025-05-18,5,홈페이지,대학생이라면 한 번쯤 겪는 축제 예산 현실,https://example.com/univ/home/2025/05/homef-0087,정하린,소비,축제 예산,축제,전체,기사,실용형,링크 클릭,11:30,842,,17,,15,발행 후 7일,제목/썸네일 보완 여지 있음,594,높음
IGF-0064,2025-05-19,5,인스타그램,요즘 대학생이 많이 찾는 캠퍼스 이벤트 팁,https://instagram.com/p/igf-0064,이도윤,캠퍼스 이슈,캠퍼스 이벤트,축제,재학생,카드뉴스,공감형,공유 유도,13:10,"13,127",570,52,386,116,발행 후 72시간,제목/썸네일 보완 여지 있음,372,보통
HOMEF-0088,2025-05-19,5,홈페이지,대학생 관점에서 다시 본 체력 관리 입문편,https://example.com/univ/home/2025/05/homef-0088,한지우,대학생활,체력 관리,축제,재학생,기사,실용형,아카이브 이동,15:30,375,,1,,8,발행 후 30일,시즌 키워드와 맞물린 주제,264,낮음
HOMEF-0089,2025-05-21,5,홈페이지,대학생 생활에서 자주 흔들리는 관계 피로 포인트 바로 적용편,https://example.com/univ/home/2025/05/homef-0089,박서윤,관계,관계 피로,축제,전체,인터뷰,공감형,공유 유도,10:50,495,,2,,13,발행 후 7일,,348,보통
HOMEF-0090,2025-05-22,5,홈페이지,축제에 보는 대학생 체력 관리 체크리스트,https://example.com/univ/home/2025/05/homef-0090,한지우,대학생활,체력 관리,축제,재학생,기사,정보형,아카이브 이동,17:10,146,,1,,5,발행 후 30일,후킹 포인트가 약한 편,103,낮음
IGF-0065,2025-05-22,5,인스타그램,축제에 보는 대학생 관계 피로 체크리스트,https://instagram.com/p/igf-0065,한지우,관계,관계 피로,축제,재학생,카드뉴스,관찰형,저장 유도,19:15,"24,863","1,823",39,743,298,발행 후 48시간,,"1,016",높음
HOMEF-0091,2025-05-23,5,홈페이지,요즘 대학생이 많이 찾는 체력 관리 팁 요약본,https://example.com/univ/home/2025/05/homef-0091,한지우,대학생활,체력 관리,축제,재학생,카드뉴스,실용형,링크 클릭,15:30,"1,203",,41,,60,발행 후 30일,시즌 키워드와 맞물린 주제,856,높음
HOMEF-0092,2025-05-27,5,홈페이지,대학생 관점에서 다시 본 행사 뒤풀이,https://example.com/univ/home/2025/05/homef-0092,김민지,관계,행사 뒤풀이,축제,재학생,기사,가벼운 유머형,댓글 유도,15:20,234,,1,,1,발행 후 7일,,164,낮음
IGF-0066,2025-05-29,5,인스타그램,대학생 관점에서 다시 본 축제 예산 한눈에 보기,https://instagram.com/p/igf-0066,박서윤,소비,축제 예산,축제,전체,피드,가벼운 유머형,댓글 유도,18:15,"24,737","1,709",123,840,482,발행 후 72시간,,"1,044",높음
IGF-0067,2025-05-31,5,인스타그램,요즘 대학생이 많이 찾는 캠퍼스 이벤트 팁,https://instagram.com/p/igf-0067,한지우,캠퍼스 이슈,캠퍼스 이벤트,축제,재학생,피드,관찰형,저장 유도,12:20,"10,114",612,10,309,123,발행 후 7일,안정적인 반응,363,보통
IGF-0068,2025-05-31,5,인스타그램,대학생 생활에서 자주 흔들리는 축제 예산 포인트,https://instagram.com/p/igf-0068,이도윤,소비,축제 예산,축제,전체,인터뷰,실용형,프로필 링크,13:10,"8,035",251,22,375,55,발행 후 7일,,226,보통
IGF-0069,2025-05-31,5,인스타그램,대학생 생활에서 자주 흔들리는 행사 뒤풀이 포인트 입문편,https://instagram.com/p/igf-0069,박서윤,관계,행사 뒤풀이,축제,전체,릴스,공감형,공유 유도,21:20,"23,601","1,508",123,934,283,발행 후 7일,,952,높음
HOMEF-0093,2025-06-01,6,홈페이지,대학생이라면 한 번쯤 겪는 종강 체크리스트 현실 입문편,https://example.com/univ/home/2025/06/homef-0093,김민지,대학생활,종강 체크리스트,종강,재학생,기사,정보형,공유 유도,14:40,571,,7,,14,발행 후 7일,주제 적합도는 높지만 확산력은 보통,403,보통
HOMEF-0094,2025-06-01,6,홈페이지,요즘 대학생이 많이 찾는 수면 회복 팁,https://example.com/univ/home/2025/06/homef-0094,최예준,자기계발,수면 회복,종강,재학생,기사,실용형,아카이브 이동,17:30,125,,3,,3,발행 후 7일,시의성은 맞지만 반응은 낮음,88,낮음
IGF-0070,2025-06-02,6,인스타그램,대학생 생활에서 자주 흔들리는 팀플 마감 포인트 바로 적용편,https://instagram.com/p/igf-0070,김민지,관계,팀플 마감,종강,재학생,인터뷰,관찰형,댓글 유도,21:45,"25,707","1,427",49,849,452,발행 후 72시간,,921,높음
IGF-0071,2025-06-03,6,인스타그램,요즘 대학생이 많이 찾는 수면 회복 팁,https://instagram.com/p/igf-0071,한지우,자기계발,수면 회복,종강,전체,릴스,관찰형,저장 유도,12:45,"12,162","1,820",52,821,268,발행 후 48시간,,"1,033",높음
